comment,classification
' Ensure correct indentation for a top level attribute elementNames add mark ',WITHOUT_CLASSIFICATION
' redraw the whole table because a second shortcut might have changed too',WITHOUT_CLASSIFICATION
' Test create an illegal file',WITHOUT_CLASSIFICATION
' JFileChooser jfc null ',WITHOUT_CLASSIFICATION
' Get the owner is meta object ',WITHOUT_CLASSIFICATION
' Empty override of superclass method',WITHOUT_CLASSIFICATION
' XMLMapImpl',WITHOUT_CLASSIFICATION
' i n exportconfig xmlErrorWritingTo XML Error writing to n ',WITHOUT_CLASSIFICATION
' Range class',WITHOUT_CLASSIFICATION
' getDependentPlugins method',WITHOUT_CLASSIFICATION
' Collect blocks of up to maxItems of consecutive letters',WITHOUT_CLASSIFICATION
' byte byte byte byte ',WITHOUT_CLASSIFICATION
' If the user has selected ModePlace either by a diagram tool or AddToDiagram then we do not want to show the toolbelt items ',WITHOUT_CLASSIFICATION
' Get height adjustment based on stack and translate to Java D values',WITHOUT_CLASSIFICATION
' end of workaround',DESIGN
' TODO nd next for single hasNext ',IMPLEMENTATION
' readMarkers method',WITHOUT_CLASSIFICATION
' i n mapdataset value Value ',WITHOUT_CLASSIFICATION
' Theres nothing else to see here keep moving sonny',WITHOUT_CLASSIFICATION
' Variables',WITHOUT_CLASSIFICATION
' Create the color change dialog',WITHOUT_CLASSIFICATION
' figure out what type of axis we have and instantiate the appropriate panel',WITHOUT_CLASSIFICATION
' Take a character from the buffer or from the actual input stream ',WITHOUT_CLASSIFICATION
' Create the property ',WITHOUT_CLASSIFICATION
' paint immutable no need to clone reference',WITHOUT_CLASSIFICATION
' save a file sends vfs update if a VFS file dialog box is shown from the same event frame as the save the VFSUpdate will be delivered before the directory is loaded and before the path is set ',WITHOUT_CLASSIFICATION
' HTTP proxy',WITHOUT_CLASSIFICATION
' write global abbrevs',WITHOUT_CLASSIFICATION
' if dotted and not load collection nor return join regular property',WITHOUT_CLASSIFICATION
' i n mssql toScript Objects to script ',WITHOUT_CLASSIFICATION
' Clean up our two models and the extent that we read profile in to',WITHOUT_CLASSIFICATION
' Windows adds the drive letter in uppercase unless you run Cygwin',WITHOUT_CLASSIFICATION
' Ignore ',WITHOUT_CLASSIFICATION
' TODO use the destination database type to derive a format that is acceptable ',IMPLEMENTATION
' if message size is bigger skip download of this message',WITHOUT_CLASSIFICATION
' TODO Formalize conversion mechanisms between Java and Ruby',IMPLEMENTATION
' todo need map the prob is a proper key right ',DESIGN
' Fixes ClassCastException see below ',WITHOUT_CLASSIFICATION
' mix element types',WITHOUT_CLASSIFICATION
' non Javadoc A new instance is created for each thread group and the clone method is then called to create copies for each thread in a thread group This means that the lock object is common to a thread group separate thread groups have separate locks If this is not intended the lock object could be made static see java lang Object clone ',WITHOUT_CLASSIFICATION
' create a temporary vector set x to some arbitary value used below ',WITHOUT_CLASSIFICATION
' A HTTP POST request multipart form data simple values with r n as end of line which is according to spec and with more headers in each multipart',WITHOUT_CLASSIFICATION
' for reading CSV files',WITHOUT_CLASSIFICATION
' superClazz null ',WITHOUT_CLASSIFICATION
' Java SE has a native GIF writer but it is not in Java One is available in the JAI ImageIO library but we do not currently bundle that and at MB it seems like a heavyweight solution but I do not have time to produce a stripped down version right now tfm https jai imageio dev java net ',WITHOUT_CLASSIFICATION
' for field declarations use variable declaration fragments instead',WITHOUT_CLASSIFICATION
' ok now it gets expensive ',WITHOUT_CLASSIFICATION
' ISession mockSession mockHelper createMock ISession class IApplication mockApplication mockHelper createMock IApplication class expect JavaClassSATD andStubReturn mockApplication TaskThreadPool mockThreadPool mockHelper createMock TaskThreadPool class mockThreadPool addTask EasyMock isA Runnable class expectLastCall anyTimes expect JavaClassSATD andStubReturn mockThreadPool String tableTypes new String TABLE ISQLConnection mockSQLConnection mockHelper createMock ISQLConnection class expect JavaClassSATD andStubReturn mockSQLConnection SQLDatabaseMetaData mockSQLDatabaseMetaData mockHelper createMock SQLDatabaseMetaData class expect JavaClassSATD andStubReturn mockSQLDatabaseMetaData expect JavaClassSATD andStubReturn tableTypes JavaClassSATD classUnderTest new DefaultDatabaseExpander mockSession JavaClassSATD JavaClassSATD ',WITHOUT_CLASSIFICATION
' i n DB Plugin showTriggerSource Show trigger source ',WITHOUT_CLASSIFICATION
' isLineVisible method',WITHOUT_CLASSIFICATION
' private boolean blockCaretEnabled false ',WITHOUT_CLASSIFICATION
' row background paint for the chart',WITHOUT_CLASSIFICATION
' getIndentSize method',WITHOUT_CLASSIFICATION
' FIXME author fdietz Do we need this implementation in a TempFolder If not just put an empty method here just like in VirtualFolder ',DESIGN
' Set a default primary key name based on the name of the table',WITHOUT_CLASSIFICATION
' END OF STRING OPERATOR Z',WITHOUT_CLASSIFICATION
' use up the command',WITHOUT_CLASSIFICATION
' Note A CaseInsensitiveString can be a mutable string In fact it is a mutable string here because this is usually called from within Syntax coloring which uses a mutable string ',WITHOUT_CLASSIFICATION
' int result result result JavaClassSATD result result value null JavaClassSATD return result ',WITHOUT_CLASSIFICATION
' If this dot has already been resolved stop now ',WITHOUT_CLASSIFICATION
' create new columns in table',WITHOUT_CLASSIFICATION
' no renderer no gridlines ',WITHOUT_CLASSIFICATION
' indentLine method',WITHOUT_CLASSIFICATION
' see org argouml model ModelImplementation getUmlHelper ',WITHOUT_CLASSIFICATION
' I n DriverPropertiesController noDriverSelected No driver available in this Alias nCan not load driver properties tab ',WITHOUT_CLASSIFICATION
' i n explainplanexecuter cost Cost ',WITHOUT_CLASSIFICATION
' for merging of versioned entities we consider the version having been changed only when the two version values are different AND The target actually represents database state This second condition is a special case which allows an entity to be merged during the same transaction though during a seperate operation in which it was originally persisted saved',WITHOUT_CLASSIFICATION
' Create type parameters',WITHOUT_CLASSIFICATION
' driversList new DriversList app ',WITHOUT_CLASSIFICATION
' Save or Clear the password in the configuration',WITHOUT_CLASSIFICATION
' Already contains a prefix',WITHOUT_CLASSIFICATION
' when field is not null delete means set to null so do it',WITHOUT_CLASSIFICATION
' Test for when long directory file names in Windows',WITHOUT_CLASSIFICATION
' Create the listener on demand ',WITHOUT_CLASSIFICATION
' Defer all work until we are actually needed',WITHOUT_CLASSIFICATION
' XMLCatalog',WITHOUT_CLASSIFICATION
' Our cleartext as bytes NON NLS ',WITHOUT_CLASSIFICATION
' set transient fields',WITHOUT_CLASSIFICATION
' or if you have assertions enabled',WITHOUT_CLASSIFICATION
' Create a proxy that will create an add command ',WITHOUT_CLASSIFICATION
' Log log Log DEBUG this AWT immediate run ',WITHOUT_CLASSIFICATION
' see java awt event FocusListener focusLost java awt event FocusEvent ',WITHOUT_CLASSIFICATION
' if folder creation failed do not update tree ui',WITHOUT_CLASSIFICATION
' ready to set the value finally',WITHOUT_CLASSIFICATION
' pass along target error',WITHOUT_CLASSIFICATION
' it will not hurt fixnums',WITHOUT_CLASSIFICATION
' The following check should have been satisfied before we instantiated the module but double check again',WITHOUT_CLASSIFICATION
' CREATE SEQUENCE sequenceName increment minimum maximum startWith cache cycle ',WITHOUT_CLASSIFICATION
' For a Namespace pre The operation allContents results in a Set containing all ModelElements contained by the Namespace allContents Set ModelElement allContents self contents where contents self ownedElement union self namespace contents pre p ',WITHOUT_CLASSIFICATION
' Motif kludge we would get something random instead of null ',DESIGN
' Get Features owned by those Classifiers',WITHOUT_CLASSIFICATION
' no instantiations',WITHOUT_CLASSIFICATION
' JMX file attribute names',WITHOUT_CLASSIFICATION
' isFoldEnd method',WITHOUT_CLASSIFICATION
' If the workbench part changes ',WITHOUT_CLASSIFICATION
' non Javadoc see org eclipse emf ecore util ExtendedMetaData getNamespace org eclipse emf ecore EPackage ',WITHOUT_CLASSIFICATION
' Start with a little cheat in most cases the entire sequence of character data will already be in the readBuffer if not fall through to the normal approach ',WITHOUT_CLASSIFICATION
' Notes This is broken It finds public but less specific methods over non public but more specific ones findMostSpecficMethod needs to be rewritten to eliminate findAccessibleMethod We should implement the findMostSpecificMethod that uses the publicOnly flag FindMostSpecificMethod should also operate in two passes to give standard Java assignable matches priority over extended bsh type matches ',DESIGN
' As the JCC driver code is obfuscated we do not check the full class name but resort to checking a prefix and suffix instead In my version the full class name is com ibm db jcc c SqlException ',WITHOUT_CLASSIFICATION
' clip left and right bounds to data area',WITHOUT_CLASSIFICATION
' Look for a case variation',WITHOUT_CLASSIFICATION
' startparts contains our I n string key followed by span ',WITHOUT_CLASSIFICATION
' create the todopane',WITHOUT_CLASSIFICATION
' Rats should not happen',WITHOUT_CLASSIFICATION
' get name of folder',WITHOUT_CLASSIFICATION
' We will print our banner using eval String in order to exercise the parser and get the basic expression classes loaded This ameliorates the delay after typing the first statement ',WITHOUT_CLASSIFICATION
' see org argouml ui StylePanelFig setTargetBBox ',WITHOUT_CLASSIFICATION
' i n generalSessionPropertiesPanel mainTabs Main Tabs ',WITHOUT_CLASSIFICATION
' TODO do all following steps TODO resolve item from ToDoList',WITHOUT_CLASSIFICATION
' rename part file to destination file',WITHOUT_CLASSIFICATION
' Place the time into the byte array in network byte order ',WITHOUT_CLASSIFICATION
' found a non backslash char ',WITHOUT_CLASSIFICATION
' FIXME do not use RubyIO for this',IMPLEMENTATION
' Handle any filters applied to this collection',WITHOUT_CLASSIFICATION
' if the area has zero height or width we should not draw anything',WITHOUT_CLASSIFICATION
' Helper ',WITHOUT_CLASSIFICATION
' get selected calendar',WITHOUT_CLASSIFICATION
' no permission here',WITHOUT_CLASSIFICATION
' retrieve JDom Document from inputstream',WITHOUT_CLASSIFICATION
' ok exception is expected',WITHOUT_CLASSIFICATION
' shapeList baseShape',WITHOUT_CLASSIFICATION
' Default for baseDir is the location of the build file ',WITHOUT_CLASSIFICATION
' this is legal when removing an undef ',WITHOUT_CLASSIFICATION
' Add in additional wrappers to search ',WITHOUT_CLASSIFICATION
' see org argouml model ExtensionMechanismsFactory createTaggedValue ',WITHOUT_CLASSIFICATION
' Set up a VSSLabel task',WITHOUT_CLASSIFICATION
' update tree node for renaming the new folder ',WITHOUT_CLASSIFICATION
' do nothing at all',WITHOUT_CLASSIFICATION
' Response Data NON NLS Request Data NON NLS Sampler result NON NLS ',WITHOUT_CLASSIFICATION
' end class CompositeCM',WITHOUT_CLASSIFICATION
' public int type ',WITHOUT_CLASSIFICATION
' Show users in the object tee ',WITHOUT_CLASSIFICATION
' select setText Translator localize action select ',WITHOUT_CLASSIFICATION
' Convert between eclipse jar name and build properties name',WITHOUT_CLASSIFICATION
' Should not have any text arguments',WITHOUT_CLASSIFICATION
' see org argouml ui targetmanager TargetListener targetRemoved TargetEvent ',WITHOUT_CLASSIFICATION
' this constructor has the correct number of arguments',WITHOUT_CLASSIFICATION
' getResourceStream',WITHOUT_CLASSIFICATION
' ActivityGraphs',WITHOUT_CLASSIFICATION
' TODO Review all callers to make sure that they localize the title In process by Harold Braun ',IMPLEMENTATION
' Add import control i n popupeditableIoPanel import Import ',WITHOUT_CLASSIFICATION
' Make sure it is okay ',WITHOUT_CLASSIFICATION
' This just tests that the function does not blow up',WITHOUT_CLASSIFICATION
' index for the item',WITHOUT_CLASSIFICATION
' Keep track of the file writer and the configuration as the instance used to close them is not the same as the instance that creates them This means one cannot use the saved PrintWriter or use getSaveConfig ',WITHOUT_CLASSIFICATION
' then add the Apt options',WITHOUT_CLASSIFICATION
' load block from version of method',WITHOUT_CLASSIFICATION
' There is no parent',WITHOUT_CLASSIFICATION
' line contains evolution mbox style or import message in Columba',WITHOUT_CLASSIFICATION
' Whether to use dymanic key generation if supported NON NLS ',WITHOUT_CLASSIFICATION
' Creates a new OCL critic param oclConstraint ocl expression param headline headline param description description param moreInfoURL the info url param knowledgeTypes the knowledge types param supportedDecisions the decisions param priority the priority throws InvalidOclException if the ocl is not valid TODO Do these need to be Lists or can they be simple Collections ',DESIGN
' Checking for and creating initial timestamp to check against',WITHOUT_CLASSIFICATION
' maintain backwards compatibility',WITHOUT_CLASSIFICATION
' subLabelPaint',WITHOUT_CLASSIFICATION
' implements UnsharedComponent',WITHOUT_CLASSIFICATION
' enumerate all selected figures and update their path accordingly ',WITHOUT_CLASSIFICATION
' immediately update text and progress bar updateGui ',WITHOUT_CLASSIFICATION
' Return current look ahead',WITHOUT_CLASSIFICATION
' XMLTypePackageImpl',WITHOUT_CLASSIFICATION
' Sybase does not support quotation marks for identifiers yet reports as the identifier quote string go figure ',WITHOUT_CLASSIFICATION
' Read the response',WITHOUT_CLASSIFICATION
' RIGHT POLYGON',WITHOUT_CLASSIFICATION
' start would throw IllegalThreadStateException from ThreadGroup add if it were destroyed',WITHOUT_CLASSIFICATION
' i n SQLScriptPreferencesPanel prefsToolTip Table names appear in scripts as SCHEMA TABLE ',WITHOUT_CLASSIFICATION
' A model element has been removed from this packages namespace If the Fig representing that model element is on the same diagram as this package then make sure it is not enclosed by this package TODO In my view the Fig representing the model element should be removed from the diagram Yet to be agreed Bob ',DESIGN
' Notations ',WITHOUT_CLASSIFICATION
' No point checking an empty keystore',WITHOUT_CLASSIFICATION
' regexpReplace method',WITHOUT_CLASSIFICATION
' help the gc',WITHOUT_CLASSIFICATION
' Schema',WITHOUT_CLASSIFICATION
' clear list and collect uids for new folder',WITHOUT_CLASSIFICATION
' setResizePos method',WITHOUT_CLASSIFICATION
' create composite',WITHOUT_CLASSIFICATION
' Column list',WITHOUT_CLASSIFICATION
' This Hashtable maintains a list of EJB class files processed by the ejbc utility both source class files as well as stubs and skeletons The key for the Hashtable is a String representing the path to the class file relative to the destination directory The value for the Hashtable is a File object which reference the actual class file ',WITHOUT_CLASSIFICATION
' replaceall action performed',WITHOUT_CLASSIFICATION
' We always display the ItemID OBJECT ID and primary descriptor ',WITHOUT_CLASSIFICATION
' Only create this if we are overriding whatever default there may be If there are no arguments we can send a file as the body of the request',WITHOUT_CLASSIFICATION
' user made a false start',WITHOUT_CLASSIFICATION
' Must not convert TestElement gui class etc',WITHOUT_CLASSIFICATION
' user specified key',WITHOUT_CLASSIFICATION
' TestCases for link XSLTProcess task XXX merge with link XsltTest version ',TEST
' we only put HTTPFileArgs in it',WITHOUT_CLASSIFICATION
' FIXME better ask the renderer instead of DatasetUtilities',DESIGN
' short scale',WITHOUT_CLASSIFICATION
' i n syntax findNetbeansOnly Find is only available when the Netbeans editor is used nSee menu File New Session Properties Tab Syntax ',WITHOUT_CLASSIFICATION
' Columns',WITHOUT_CLASSIFICATION
' removeTrailingWhiteSpace method',WITHOUT_CLASSIFICATION
' NULL return null as type we currently use null type to indicate loose typing throughout bsh ',WITHOUT_CLASSIFICATION
' Static int to signify the type of logical comparitor to assert',WITHOUT_CLASSIFICATION
' see org tigris gef ui PopupGenerator getPopUpActions java awt event MouseEvent ',WITHOUT_CLASSIFICATION
' The parsed text describes a change event but the model contains another type ',WITHOUT_CLASSIFICATION
' Alphabetic order ',WITHOUT_CLASSIFICATION
' This should not be necessary but let us be sure ',WITHOUT_CLASSIFICATION
' ok pressed',WITHOUT_CLASSIFICATION
' Expose members for extensibility ',WITHOUT_CLASSIFICATION
' last bits should be zero',WITHOUT_CLASSIFICATION
' Backup directories',WITHOUT_CLASSIFICATION
' try an array containing a single Number and a null',WITHOUT_CLASSIFICATION
' setRoot method',WITHOUT_CLASSIFICATION
' TODO turn into method ',DESIGN
' go ahead and set the lazy here since pojo proxy can override it ',WITHOUT_CLASSIFICATION
' compile the source files',WITHOUT_CLASSIFICATION
' i n graph removeFoldingPoint remove folding point ',WITHOUT_CLASSIFICATION
' Create a button to trigger the file chooser ',WITHOUT_CLASSIFICATION
' turn hibernate c p into c p so c p gets a chance to see all hibernate c p ',DESIGN
' NON NLS NON NLS NON NLS NON NLS NON NLS NON NLS NON NLS ',WITHOUT_CLASSIFICATION
' This should only be called by this and RubyFile It allows this object to be created without a IOHandler ',WITHOUT_CLASSIFICATION
' see org argouml uml diagram ui FigNodeModelElement removeFromDiagramImpl ',WITHOUT_CLASSIFICATION
' if the displayName is the empty string leave it like that ',WITHOUT_CLASSIFICATION
' TODO does not putting this here mark the tree as saved even though a failure may occur later ',DEFECT
' entirely optional ',WITHOUT_CLASSIFICATION
' non Javadoc see net sourceforge squirrel sql fw sql ISQLDatabaseMetaData getVersionColumns net sourceforge squirrel sql fw sql ITableInfo deprecated use getVersionColumnsDataSet instead ',WITHOUT_CLASSIFICATION
' nothing found',WITHOUT_CLASSIFICATION
' Forward to sampler',WITHOUT_CLASSIFICATION
' return isToolbarEnabled ACCOUNTINFOPANEL ',WITHOUT_CLASSIFICATION
' i n oracle bufferPerExec Buffer Gets per Exec ',WITHOUT_CLASSIFICATION
' PosTopHalf constructor',WITHOUT_CLASSIFICATION
' This column actually consists of a row with two sub columns The first column contains the labels and the second column contains the fields ',WITHOUT_CLASSIFICATION
' element setProperty TCPSampler FILENAME JavaClassSATD ',WITHOUT_CLASSIFICATION
' If we displayed the project view item type or folder then show the list of relevant item properties ',WITHOUT_CLASSIFICATION
' Should we add the separator ',DESIGN
' pure obfuscated genius ',WITHOUT_CLASSIFICATION
' hack workaround as sqlquery impl depend on having a key ',DESIGN
' Cookies again ignored',WITHOUT_CLASSIFICATION
' Return the default type for an attribute return a Classifier to use as the default type TODO This belongs in ProjectSettings tfm ',DESIGN
' end class StylePanelFigInterface ',WITHOUT_CLASSIFICATION
' EncodingMap is a convenience class which handles conversions between IANA encoding names and Java encoding names and vice versa The encoding names used in XML instance documents strong must strong be the IANA encoding names specified or one of the aliases for those names which IANA defines p TABLE BORDER WIDTH TR TD WIDTH P ALIGN CENTER B Common Name B TD TD WIDTH P ALIGN CENTER B Use this name in XML files B TD TD WIDTH P ALIGN CENTER B Name Type B TD TD WIDTH P ALIGN CENTER B Xerces converts to this Java Encoder Name B TD TR TR TD WIDTH bit Unicode TD TD WIDTH P ALIGN CENTER UTF TD TD WIDTH P ALIGN CENTER IANA TD TD WIDTH P ALIGN CENTER UTF TD TR TR TD WIDTH ISO Latin TD TD WIDTH P ALIGN CENTER ISO TD TD WIDTH P ALIGN CENTER MIME TD TD WIDTH P ALIGN CENTER ISO TD TR TR TD WIDTH ISO Latin TD TD WIDTH P ALIGN CENTER ISO TD TD WIDTH P ALIGN CENTER MIME TD TD WIDTH P ALIGN CENTER ISO TD TR TR TD WIDTH ISO Latin TD TD WIDTH P ALIGN CENTER ISO TD TD WIDTH P ALIGN CENTER MIME TD TD WIDTH P ALIGN CENTER ISO TD TR TR TD WIDTH ISO Latin TD TD WIDTH P ALIGN CENTER ISO TD TD WIDTH P ALIGN CENTER MIME TD TD WIDTH P ALIGN CENTER ISO TD TR TR TD WIDTH ISO Latin Cyrillic TD TD WIDTH P ALIGN CENTER ISO TD TD WIDTH P ALIGN CENTER MIME TD TD WIDTH P ALIGN CENTER ISO TD TR TR TD WIDTH ISO Latin Arabic TD TD WIDTH P ALIGN CENTER ISO TD TD WIDTH P ALIGN CENTER MIME TD TD WIDTH P ALIGN CENTER ISO TD TR TR TD WIDTH ISO Latin Greek TD TD WIDTH P ALIGN CENTER ISO TD TD WIDTH P ALIGN CENTER MIME TD TD WIDTH P ALIGN CENTER ISO TD TR TR TD WIDTH ISO Latin Hebrew TD TD WIDTH P ALIGN CENTER ISO TD TD WIDTH P ALIGN CENTER MIME TD TD WIDTH P ALIGN CENTER ISO TD TR TR TD WIDTH ISO Latin TD TD WIDTH P ALIGN CENTER ISO TD TD WIDTH P ALIGN CENTER MIME TD TD WIDTH P ALIGN CENTER ISO TD TR TR TD WIDTH EBCDIC US TD TD WIDTH P ALIGN CENTER ebcdic cp us TD TD WIDTH P ALIGN CENTER IANA TD TD WIDTH P ALIGN CENTER cp TD TR TR TD WIDTH EBCDIC Canada TD TD WIDTH P ALIGN CENTER ebcdic cp ca TD TD WIDTH P ALIGN CENTER IANA TD TD WIDTH P ALIGN CENTER cp TD TR TR TD WIDTH EBCDIC Netherlands TD TD WIDTH P ALIGN CENTER ebcdic cp nl TD TD WIDTH P ALIGN CENTER IANA TD TD WIDTH P ALIGN CENTER cp TD TR TR TD WIDTH EBCDIC Denmark TD TD WIDTH P ALIGN CENTER ebcdic cp dk TD TD WIDTH P ALIGN CENTER IANA TD TD WIDTH P ALIGN CENTER cp TD TR TR TD WIDTH EBCDIC Norway TD TD WIDTH P ALIGN CENTER ebcdic cp no TD TD WIDTH P ALIGN CENTER IANA TD TD WIDTH P ALIGN CENTER cp TD TR TR TD WIDTH EBCDIC Finland TD TD WIDTH P ALIGN CENTER ebcdic cp fi TD TD WIDTH P ALIGN CENTER IANA TD TD WIDTH P ALIGN CENTER cp TD TR TR TD WIDTH EBCDIC Sweden TD TD WIDTH P ALIGN CENTER ebcdic cp se TD TD WIDTH P ALIGN CENTER IANA TD TD WIDTH P ALIGN CENTER cp TD TR TR TD WIDTH EBCDIC Italy TD TD WIDTH P ALIGN CENTER ebcdic cp it TD TD WIDTH P ALIGN CENTER IANA TD TD WIDTH P ALIGN CENTER cp TD TR TR TD WIDTH EBCDIC Spain Latin America TD TD WIDTH P ALIGN CENTER ebcdic cp es TD TD WIDTH P ALIGN CENTER IANA TD TD WIDTH P ALIGN CENTER cp TD TR TR TD WIDTH EBCDIC Great Britain TD TD WIDTH P ALIGN CENTER ebcdic cp gb TD TD WIDTH P ALIGN CENTER IANA TD TD WIDTH P ALIGN CENTER cp TD TR TR TD WIDTH EBCDIC France TD TD WIDTH P ALIGN CENTER ebcdic cp fr TD TD WIDTH P ALIGN CENTER IANA TD TD WIDTH P ALIGN CENTER cp TD TR TR TD WIDTH EBCDIC Arabic TD TD WIDTH P ALIGN CENTER ebcdic cp ar TD TD WIDTH P ALIGN CENTER IANA TD TD WIDTH P ALIGN CENTER cp TD TR TR TD WIDTH EBCDIC Hebrew TD TD WIDTH P ALIGN CENTER ebcdic cp he TD TD WIDTH P ALIGN CENTER IANA TD TD WIDTH P ALIGN CENTER cp TD TR TR TD WIDTH EBCDIC Switzerland TD TD WIDTH P ALIGN CENTER ebcdic cp ch TD TD WIDTH P ALIGN CENTER IANA TD TD WIDTH P ALIGN CENTER cp TD TR TR TD WIDTH EBCDIC Roece TD TD WIDTH P ALIGN CENTER ebcdic cp roece TD TD WIDTH P ALIGN CENTER IANA TD TD WIDTH P ALIGN CENTER cp TD TR TR TD WIDTH EBCDIC Yugoslavia TD TD WIDTH P ALIGN CENTER ebcdic cp yu TD TD WIDTH P ALIGN CENTER IANA TD TD WIDTH P ALIGN CENTER cp TD TR TR TD WIDTH EBCDIC Iceland TD TD WIDTH P ALIGN CENTER ebcdic cp is TD TD WIDTH P ALIGN CENTER IANA TD TD WIDTH P ALIGN CENTER cp TD TR TR TD WIDTH EBCDIC Urdu TD TD WIDTH P ALIGN CENTER ebcdic cp ar TD TD WIDTH P ALIGN CENTER IANA TD TD WIDTH P ALIGN CENTER cp TD TR TR TD WIDTH Chinese for PRC mixed byte TD TD WIDTH P ALIGN CENTER gb TD TD WIDTH P ALIGN CENTER MIME TD TD WIDTH P ALIGN CENTER GB TD TR TR TD WIDTH Extended Unix Code packed for Japanese TD TD WIDTH P ALIGN CENTER euc jp TD TD WIDTH P ALIGN CENTER MIME TD TD WIDTH P ALIGN CENTER eucjis TD TR TR TD WIDTH Japanese iso jp TD TD WIDTH P ALIGN CENTER iso jp TD TD WIDTH P ALIGN CENTER MIME TD TD WIDTH P ALIGN CENTER JIS TD TR TR TD WIDTH Japanese Shift JIS TD TD WIDTH P ALIGN CENTER Shift JIS TD TD WIDTH P ALIGN CENTER MIME TD TD WIDTH P ALIGN CENTER SJIS TD TR TR TD WIDTH Chinese Big TD TD WIDTH P ALIGN CENTER Big TD TD WIDTH P ALIGN CENTER MIME TD TD WIDTH P ALIGN CENTER Big TD TR TR TD WIDTH Extended Unix Code packed for Korean TD TD WIDTH P ALIGN CENTER euc kr TD TD WIDTH P ALIGN CENTER MIME TD TD WIDTH P ALIGN CENTER iso kr TD TR TR TD WIDTH Cyrillic TD TD WIDTH P ALIGN CENTER koi r TD TD WIDTH P ALIGN CENTER MIME TD TD WIDTH P ALIGN CENTER koi r TD TR TABLE author TAMURA Kent IBM author Andy Clark IBM ',WITHOUT_CLASSIFICATION
' axis line visible flag ',WITHOUT_CLASSIFICATION
' GridData GRAB VERTICAL ',WITHOUT_CLASSIFICATION
' valid bounds',WITHOUT_CLASSIFICATION
' and not association classes',WITHOUT_CLASSIFICATION
' Set the content length',WITHOUT_CLASSIFICATION
' We depart here from strict adherence to MRI code as MRI uses C sprintf in part to format numeric output while we will use Java is numeric formatting code and our own ',WITHOUT_CLASSIFICATION
' Collection of components ',WITHOUT_CLASSIFICATION
' i n editWhereColsSheet shouldIncludePKs The use window should include at least the primary keys for the table ',WITHOUT_CLASSIFICATION
' fill formatted textfield',WITHOUT_CLASSIFICATION
' Some drivers for both MS SQL and Sybase do not return guest as a schema name ',WITHOUT_CLASSIFICATION
' if args we must have constructor',WITHOUT_CLASSIFICATION
' Works like clone but does not show up in the Javadocs',WITHOUT_CLASSIFICATION
' Dimension dim JavaClassSATD dim width PREFERRED WIDTH sp setPreferredSize new Dimension JavaClassSATD width ',WITHOUT_CLASSIFICATION
' i n DumpApplicationCommand error dumpingstatus Error dumping Application Status bean ',WITHOUT_CLASSIFICATION
' generate id select fragment and then property select fragment for each expression just like generateSelectFragments ',WITHOUT_CLASSIFICATION
' non Javadoc see org eclipse jface dialogs Dialog createButtonsForButtonBar org eclipse swt widgets Composite ',WITHOUT_CLASSIFICATION
' insert line break and comment out the first line if needed note that first line might move backward beyond node start e g if a comma of the previous enum constant has been commented out ',WITHOUT_CLASSIFICATION
' author tstich Its better to call the Shutdownmanager since the above is called automatically from it ShutdownManager is modified to allow one shutdown call only so we never should have multi shutdown problems again ',DESIGN
' is appended for compatibility with the zip task ',WITHOUT_CLASSIFICATION
' initMisc method',WITHOUT_CLASSIFICATION
' Only obtain and cast the return if needed',WITHOUT_CLASSIFICATION
' ResultSet rs JavaClassSATD getTables dbcopysrc null BIGINT TYPE TABLE new String TABLE ',WITHOUT_CLASSIFICATION
' Find all the Figs that visualise the given model element in this layer or null if there is none TODO once GEF includes this same method in Diagram then this can go see org tigris gef base Diagram presentationsFor java lang Object ',DESIGN
' Surround the selected element with double quotes if necessary',WITHOUT_CLASSIFICATION
' String getProperty String name void setProperty String name String value Hashtable getProperties ',WITHOUT_CLASSIFICATION
' non Javadoc see org columba mail folder headercache HeaderList count ',WITHOUT_CLASSIFICATION
' Sampler error action buttons',WITHOUT_CLASSIFICATION
' Both lists have the same length ',WITHOUT_CLASSIFICATION
' return value null validate value SEGMENT CHAR HI SEGMENT CHAR LO true true ',WITHOUT_CLASSIFICATION
' ResourceChange',WITHOUT_CLASSIFICATION
' it is OK to use an index equal to the size of the list',WITHOUT_CLASSIFICATION
' Add the element to the diagram',WITHOUT_CLASSIFICATION
' we have read ahead and need to back up',WITHOUT_CLASSIFICATION
' stores the action command into the UMLPlainTextDocument class which is also used for setProperty and getProperty',WITHOUT_CLASSIFICATION
' Language has changed',WITHOUT_CLASSIFICATION
' Span across two columns',WITHOUT_CLASSIFICATION
' if we are the target of a destroy action the figlifeline ends here and we add the activation',WITHOUT_CLASSIFICATION
' when writing to the log we will see what is happening ',WITHOUT_CLASSIFICATION
' whether or not to read date type columns with JavaClassSATD i n dataTypeDate readDateAsTimestamp Interpret DATE columns as TIMESTAMP ',WITHOUT_CLASSIFICATION
' kids do not do this at home',DESIGN
' A list of the path item attributes for this container The list is populated during parsing them processed at endElement private List Hashtable String String pathItemAttrs new ArrayList Hashtable String String ',WITHOUT_CLASSIFICATION
' see org argouml persistence XMLTokenTableBase setupTokens ',WITHOUT_CLASSIFICATION
' superclass does not support types',WITHOUT_CLASSIFICATION
' Range constructor',WITHOUT_CLASSIFICATION
' implement set like behaviour The same element may not be added more then once ',WITHOUT_CLASSIFICATION
' catches null also',WITHOUT_CLASSIFICATION
' TODO some more invalid sequence tests needed',TEST
